precio,barrio,distrito,superficie,habitaciones,banos,tiene_ascensor,tiene_terraza,estado,ratio_metros_zona,ratio_hab_zona
368570.0,13,9,178.0,7,3,0,1,2,1.9198561905475247,2.1505638524839985
81451.0,10,8,26.0,1,1,1,0,1,0.28612008586855175,0.3163965087281796
334164.0,32,7,51.0,2,1,1,1,2,0.5766003982633108,0.6479575927658248
383361.0,1,5,85.0,3,1,1,0,1,0.95703855668859,0.9739039665970773
639840.0,32,7,86.0,3,1,1,0,1,0.9723065539342104,0.9719363891487371
467098.0,15,2,80.0,3,1,1,1,3,0.8844894674764934,0.9501105146826649
222747.0,29,9,111.0,4,2,0,0,1,1.1972136918582879,1.2288936299908564
1057373.0,33,2,188.0,7,3,1,1,0,2.0785502485697593,2.2169245342595514
416553.0,28,6,67.0,2,1,1,1,1,0.7336763134412214,0.6257475605917533
283221.0,41,0,144.0,5,2,1,0,1,1.590657013452003,1.5861174180992539
126155.0,27,0,49.0,1,1,1,1,2,0.5412652337440844,0.3172234836198508
442973.0,21,6,74.0,2,1,0,0,3,0.8103290626067222,0.6257475605917533
108033.0,23,1,25.0,1,1,1,1,0,0.2806457355199039,0.32205553782317264
591052.0,40,4,153.0,6,3,1,1,1,1.7075855043900925,1.922441195168468
416630.0,4,7,79.0,3,1,0,0,1,0.8931653228000305,0.9719363891487371
452980.0,31,5,95.0,3,1,1,0,0,1.0696313280637182,0.9739039665970773
77287.0,12,9,36.0,1,1,1,0,1,0.388285521683769,0.3072234074977141
604979.0,25,1,110.0,4,2,1,0,1,1.2348412362875771,1.2882221512926906
907067.0,39,2,144.0,5,2,1,0,2,1.592081041457688,1.5835175244711082
364923.0,0,2,78.0,3,1,1,0,3,0.8623772307895811,0.9501105146826649
140120.0,12,9,79.0,3,1,0,0,1,0.8520710059171598,0.9216702224931422
480619.0,19,7,81.0,3,1,1,0,1,0.9157771031240819,0.9719363891487371
97224.0,5,8,25.0,1,1,1,0,1,0.27511546718129976,0.3163965087281796
415134.0,10,8,121.0,4,2,0,1,0,1.331558861157491,1.2655860349127184
133187.0,13,9,69.0,2,1,1,0,1,0.7442139165605574,0.6144468149954282
434119.0,39,2,75.0,3,1,1,1,0,0.8292088757592125,0.9501105146826649
939068.0,20,6,132.0,5,2,1,0,2,1.4454518414065856,1.5643689014793831
785623.0,23,1,162.0,6,3,0,1,3,1.8185843661689771,1.9323332269390359
105039.0,16,3,55.0,2,1,0,0,3,0.6172723243961887,0.6437877343501748
409928.0,3,4,117.0,4,2,0,1,1,1.3058006798277177,1.2816274634456453
208672.0,41,0,113.0,4,2,0,1,1,1.2482239063894192,1.2688939344794032
236537.0,3,4,75.0,3,1,1,0,1,0.8370517178382807,0.961220597584234
128506.0,13,9,62.0,2,1,0,0,1,0.6687139540109356,0.6144468149954282
581031.0,15,2,115.0,4,2,1,0,1,1.2714536094974593,1.2668140195768867
1014425.0,28,6,141.0,5,2,1,0,3,1.5440053760479437,1.5643689014793831
143613.0,29,9,84.0,3,1,1,0,1,0.9059995505954611,0.9216702224931422
310442.0,1,5,71.0,2,1,1,1,1,0.7994086767634104,0.6492693110647182
247637.0,34,0,116.0,4,2,1,1,2,1.2813625941696691,1.2688939344794032
777146.0,4,7,141.0,5,2,1,0,1,1.594130512845624,1.619893981914562
606153.0,0,2,113.0,4,2,1,1,1,1.249341372810547,1.2668140195768867
223741.0,41,0,86.0,3,1,0,0,1,0.9499757163671686,0.9516704508595524
425843.0,31,5,95.0,3,1,1,0,1,1.0696313280637182,0.9739039665970773
98398.0,8,4,28.0,1,1,1,0,1,0.3124993079929581,0.3204068658614113
287280.0,33,2,44.0,1,1,0,0,3,0.48646920711207137,0.31670350489422167
458019.0,26,6,89.0,3,1,1,1,0,0.9745849536756525,0.9386213408876298
583210.0,31,5,139.0,5,2,1,1,2,1.5650395221142823,1.6231732776617955
288078.0,1,5,62.0,2,1,0,1,2,0.698075182525795,0.6492693110647182
307467.0,33,2,51.0,2,1,1,0,1,0.5638620355162646,0.6334070097884433
479714.0,25,1,111.0,4,2,1,0,1,1.2460670657083732,1.2882221512926906
222216.0,29,9,103.0,4,2,0,1,2,1.1109280203730059,1.2288936299908564
622449.0,24,7,84.0,3,1,1,1,0,0.949694773610159,0.9719363891487371
344049.0,22,1,76.0,3,1,1,1,1,0.8531630359805078,0.9661666134695179
263202.0,10,8,62.0,2,1,1,0,3,0.6822863586096234,0.6327930174563592
239500.0,3,4,73.0,2,1,0,0,1,0.8147303386959265,0.6408137317228226
221681.0,27,0,101.0,4,2,0,0,1,1.1156691552684188,1.2688939344794032
398855.0,2,8,90.0,3,1,1,0,1,0.9904156818526791,0.9491895261845387
164845.0,8,4,60.0,2,1,1,1,3,0.6696413742706245,0.6408137317228226
631800.0,18,7,118.0,4,2,1,1,0,1.334095039119033,1.2959151855316495
131964.0,30,9,62.0,2,1,0,0,1,0.6687139540109356,0.6144468149954282
152198.0,39,2,25.0,1,1,1,1,1,0.2764029585864042,0.31670350489422167
908407.0,24,7,121.0,4,2,1,0,2,1.36801270960511,1.2959151855316495
790718.0,33,2,118.0,4,2,1,0,1,1.3046219645278279,1.2668140195768867
400700.0,15,2,59.0,2,1,1,1,1,0.6523109822639139,0.6334070097884433
74324.0,30,9,46.0,1,1,0,0,1,0.49614261104037155,0.3072234074977141
224846.0,11,3,133.0,5,2,1,0,0,1.4926767117216928,1.6094693358754368
389048.0,39,2,58.0,2,1,1,0,3,0.6412548639204577,0.6334070097884433
103161.0,2,8,31.0,1,1,0,0,3,0.3411431793048117,0.3163965087281796
325181.0,31,5,73.0,2,1,1,1,1,0.821927231038436,0.6492693110647182
208928.0,10,8,58.0,2,1,1,1,0,0.6382678838606154,0.6327930174563592
744244.0,14,6,145.0,5,2,1,0,2,1.5878069469996585,1.5643689014793831
305214.0,27,0,124.0,4,2,0,0,1,1.369732428250336,1.2688939344794032
291612.0,38,5,72.0,2,1,0,1,1,0.8106679539009233,0.6492693110647182
284701.0,40,4,99.0,3,1,1,0,1,1.1049082675465305,0.961220597584234
653152.0,28,6,95.0,3,1,1,0,3,1.0402873101032244,0.9386213408876298
154882.0,36,3,88.0,3,1,1,0,1,0.987635719033902,0.9656816015252621
282456.0,11,3,135.0,5,2,1,1,2,1.5151229780633724,1.6094693358754368
140843.0,24,7,26.0,1,1,1,1,3,0.29395314421266827,0.3239787963829124
234293.0,39,2,43.0,1,1,1,0,3,0.4754130887686152,0.31670350489422167
492575.0,37,1,98.0,3,1,1,0,0,1.1001312832380232,0.9661666134695179
118777.0,36,3,58.0,2,1,0,0,1,0.6509417239087082,0.6437877343501748
146859.0,11,3,78.0,3,1,1,0,1,0.8754043873255041,0.9656816015252621
213339.0,41,0,98.0,3,1,0,0,1,1.0825304674881688,0.9516704508595524
111646.0,27,0,52.0,2,1,0,1,3,0.5744039215243345,0.6344469672397016
272214.0,7,0,135.0,5,2,0,1,1,1.491240950111253,1.5861174180992539
221623.0,9,8,55.0,2,1,1,0,1,0.6052540277988595,0.6327930174563592
153330.0,36,3,72.0,2,1,0,0,2,0.8080655883004653,0.6437877343501748
202435.0,16,3,131.0,5,2,1,1,1,1.4702304453800132,1.6094693358754368
400774.0,10,8,97.0,3,1,1,0,1,1.0674480126634431,0.9491895261845387
412973.0,26,6,67.0,2,1,1,0,1,0.7336763134412214,0.6257475605917533
531249.0,24,7,97.0,3,1,1,0,2,1.0966713457164932,0.9719363891487371
306121.0,4,7,51.0,2,1,0,0,1,0.5766003982633108,0.6479575927658248
493494.0,18,7,90.0,3,1,1,0,0,1.0175301145823132,0.9719363891487371
120200.0,33,2,25.0,1,1,1,1,2,0.2764029585864042,0.31670350489422167
653555.0,2,8,161.0,6,3,0,0,1,1.7717436086475704,1.8983790523690773
73354.0,29,9,40.0,1,1,1,1,3,0.43142835742641006,0.3072234074977141
375316.0,35,4,112.0,4,2,0,1,1,1.2499972319718324,1.2816274634456453
120229.0,9,8,34.0,1,1,0,1,3,0.3741570353665677,0.3163965087281796
195996.0,13,9,87.0,3,1,0,0,3,0.9383566774024418,0.9216702224931422
240017.0,3,4,73.0,2,1,0,1,3,0.8147303386959265,0.6408137317228226
109109.0,11,3,71.0,2,1,1,0,3,0.7968424551296255,0.6437877343501748
388952.0,20,6,66.0,2,1,1,0,1,0.7227259207032928,0.6257475605917533
804332.0,20,6,119.0,4,2,1,0,3,1.3030967358135128,1.2514951211835066
146157.0,29,9,76.0,3,1,0,0,3,0.8197138791101791,0.9216702224931422
251397.0,1,5,64.0,2,1,1,0,1,0.7205937368008206,0.6492693110647182
140164.0,11,3,72.0,2,1,1,0,1,0.8080655883004653,0.6437877343501748
673194.0,1,5,146.0,5,2,1,0,1,1.643854462076872,1.6231732776617955
153095.0,3,4,46.0,1,1,0,1,2,0.5133917202741455,0.3204068658614113
108038.0,13,9,67.0,2,1,0,0,3,0.7226424986892368,0.6144468149954282
141049.0,16,3,79.0,3,1,1,0,1,0.8866275204963439,0.9656816015252621
754511.0,25,1,139.0,5,2,1,0,2,1.5603902894906656,1.6102776891158632
164614.0,17,3,102.0,4,2,0,0,1,1.1447595834256592,1.2875754687003496
67939.0,34,0,30.0,1,1,1,0,1,0.33138687780250065,0.3172234836198508
433009.0,14,6,89.0,3,1,1,1,0,0.9745849536756525,0.9386213408876298
203169.0,16,3,106.0,4,2,0,0,0,1.1896521161090183,1.2875754687003496
193350.0,17,3,134.0,5,2,1,0,1,1.5038998448925327,1.6094693358754368
180460.0,12,9,92.0,3,1,0,0,0,0.9922852220807431,0.9216702224931422
195271.0,11,3,92.0,3,1,1,1,1,1.0325282517172611,0.9656816015252621
410449.0,0,2,69.0,2,1,1,0,1,0.7628721656984756,0.6334070097884433
266567.0,9,8,75.0,3,1,0,0,3,0.8253464015438993,0.9491895261845387
142699.0,7,0,62.0,2,1,1,0,3,0.684866214125168,0.6344469672397016
207249.0,17,3,100.0,4,2,1,1,1,1.1223133170839796,1.2875754687003496
211839.0,31,5,41.0,1,1,1,0,3,0.46163036263802576,0.3246346555323591
887290.0,32,7,114.0,4,2,0,0,1,1.28887147847093,1.2959151855316495
139656.0,11,3,87.0,3,1,1,1,2,0.9764125858630622,0.9656816015252621
265477.0,1,5,53.0,2,1,1,1,1,0.5967416882881796,0.6492693110647182
592935.0,22,1,98.0,3,1,1,0,1,1.1001312832380232,0.9661666134695179
818899.0,4,7,108.0,4,2,1,0,1,1.2210361374987757,1.2959151855316495
128715.0,29,9,76.0,3,1,0,0,3,0.8197138791101791,0.9216702224931422
405353.0,1,5,105.0,4,2,1,0,0,1.1822240994388464,1.2985386221294364
859485.0,15,2,126.0,5,2,1,1,1,1.393070911275477,1.5835175244711082
183304.0,38,5,45.0,1,1,1,0,1,0.506667471188077,0.3246346555323591
282610.0,40,4,106.0,4,2,0,1,0,1.18303309454477,1.2816274634456453
136073.0,12,9,63.0,2,1,0,0,3,0.6794996629465958,0.6144468149954282
266515.0,10,8,77.0,3,1,0,1,3,0.8473556389184033,0.9491895261845387
177231.0,35,4,59.0,2,1,0,0,0,0.6584806846994474,0.6408137317228226
273867.0,24,7,37.0,1,1,1,0,1,0.418317935994951,0.3239787963829124
639794.0,4,7,121.0,4,2,0,0,3,1.36801270960511,1.2959151855316495
168642.0,38,5,33.0,1,1,1,0,1,0.37155614553792315,0.3246346555323591
265880.0,31,5,72.0,2,1,1,0,1,0.8106679539009233,0.6492693110647182
258761.0,12,9,119.0,4,2,1,0,1,1.2834993633435698,1.2288936299908564
494494.0,32,7,76.0,3,1,1,0,1,0.8592476523139534,0.9719363891487371
224171.0,36,3,117.0,4,2,1,0,1,1.313106580988256,1.2875754687003496
127961.0,36,3,71.0,2,1,0,1,1,0.7968424551296255,0.6437877343501748
262477.0,41,0,111.0,4,2,0,1,0,1.2261314478692524,1.2688939344794032
223452.0,11,3,121.0,4,2,0,0,0,1.3579991136716154,1.2875754687003496
150292.0,16,3,102.0,4,2,0,1,2,1.1447595834256592,1.2875754687003496
197043.0,6,1,46.0,1,1,1,0,3,0.5163881533566231,0.32205553782317264
148760.0,7,0,71.0,2,1,1,1,3,0.7842822774659183,0.6344469672397016
446389.0,9,8,117.0,4,2,1,0,2,1.287540386408483,1.2655860349127184
83867.0,17,3,50.0,2,1,0,1,3,0.5611566585419898,0.6437877343501748
614200.0,4,7,89.0,3,1,1,0,2,1.0062242244202875,0.9719363891487371
533782.0,32,7,94.0,3,1,1,1,3,1.062753675230416,0.9719363891487371
110949.0,11,3,62.0,2,1,0,0,2,0.6958342565920673,0.6437877343501748
399518.0,32,7,52.0,2,1,1,0,0,0.5879062884253365,0.6479575927658248
264851.0,27,0,100.0,4,2,0,0,1,1.1046229260083356,1.2688939344794032
744827.0,26,6,142.0,5,2,1,1,3,1.5549557687858724,1.5643689014793831
268074.0,8,4,70.0,2,1,1,1,3,0.7812482699823953,0.6408137317228226
166128.0,11,3,81.0,3,1,0,1,3,0.9090737868380234,0.9656816015252621
359110.0,40,4,106.0,4,2,0,0,0,1.18303309454477,1.2816274634456453
415138.0,9,8,106.0,4,2,1,0,2,1.166489580848711,1.2655860349127184
336923.0,8,4,119.0,4,2,1,0,1,1.328122058970072,1.2816274634456453
340391.0,5,8,95.0,3,1,0,0,1,1.0454387752889391,0.9491895261845387
155161.0,30,9,84.0,3,1,0,0,1,0.9059995505954611,0.9216702224931422
323886.0,8,4,85.0,3,1,1,0,2,0.9486586135500514,0.961220597584234
175583.0,13,9,91.0,3,1,0,1,0,0.9814995131450829,0.9216702224931422
155290.0,16,3,76.0,3,1,0,0,3,0.8529581209838245,0.9656816015252621
85181.0,10,8,25.0,1,1,1,0,1,0.27511546718129976,0.3163965087281796
659383.0,35,4,174.0,6,3,1,0,1,1.941959985384811,1.922441195168468
462396.0,24,7,72.0,2,1,0,0,3,0.8140240916658505,0.6479575927658248
317415.0,9,8,93.0,3,1,1,0,0,1.0234295379144351,0.9491895261845387
443063.0,3,4,124.0,4,2,1,0,3,1.3839255068259573,1.2816274634456453
716954.0,1,5,151.0,6,3,1,1,1,1.7001508477644363,1.9478079331941547
173741.0,2,8,55.0,2,1,1,1,1,0.6052540277988595,0.6327930174563592
239965.0,4,7,34.0,1,1,1,1,1,0.38440026550887385,0.3239787963829124
110309.0,12,9,60.0,2,1,1,0,1,0.647142536139615,0.6144468149954282
355226.0,29,9,208.0,8,4,0,1,3,2.243427458617332,2.4577872599817128
898496.0,4,7,135.0,5,2,1,1,0,1.5262951718734699,1.619893981914562
102790.0,27,0,39.0,1,1,0,1,1,0.43080294114325085,0.3172234836198508
51047.0,17,3,30.0,1,1,1,0,3,0.3366939951251939,0.3218938671750874
630152.0,24,7,113.0,4,2,1,0,3,1.2775655883089043,1.2959151855316495
442376.0,6,1,71.0,2,1,1,0,1,0.797033888876527,0.6441110756463453
336665.0,16,3,209.0,8,4,0,1,2,2.3456348327055174,2.575150937400699
127677.0,14,6,25.0,1,1,1,0,1,0.27375981844821695,0.31287378029587665
574570.0,22,1,123.0,4,2,0,0,1,1.3807770187579271,1.2882221512926906
236635.0,17,3,112.0,4,2,1,1,2,1.2569909151340573,1.2875754687003496
294483.0,40,4,90.0,3,1,1,1,3,1.0044620614059367,0.961220597584234
1129054.0,4,7,147.0,5,2,0,0,3,1.6619658538177782,1.619893981914562
923968.0,24,7,145.0,5,2,1,1,0,1.6393540734937269,1.619893981914562
307441.0,35,4,114.0,4,2,0,0,1,1.2723186111141866,1.2816274634456453
200778.0,29,9,102.0,4,2,1,0,0,1.1001423114373456,1.2288936299908564
426591.0,37,1,75.0,3,1,1,1,3,0.8419372065597116,0.9661666134695179
539576.0,5,8,124.0,4,2,1,1,0,1.3645727172192468,1.2655860349127184
746192.0,15,2,129.0,5,2,0,1,3,1.4262392663058456,1.5835175244711082
994556.0,15,2,167.0,6,3,1,1,2,1.84637176335718,1.9002210293653299
340873.0,1,5,77.0,3,1,1,1,3,0.8669643395884874,0.9739039665970773
504507.0,23,1,100.0,4,2,1,0,2,1.1225829420796156,1.2882221512926906
115359.0,17,3,56.0,2,1,0,0,0,0.6284954575670286,0.6437877343501748
829773.0,19,7,153.0,6,3,1,1,3,1.7298011947899323,1.9438727782974743
811195.0,33,2,126.0,5,2,1,0,1,1.393070911275477,1.5835175244711082
485049.0,39,2,72.0,2,1,1,0,1,0.796040520728844,0.6334070097884433
231110.0,29,9,102.0,4,2,0,0,1,1.1001423114373456,1.2288936299908564
503645.0,5,8,160.0,6,3,1,0,3,1.7607389899603185,1.8983790523690773
196550.0,12,9,119.0,4,2,0,0,2,1.2834993633435698,1.2288936299908564
405497.0,32,7,56.0,2,1,1,0,3,0.6331298490734393,0.6479575927658248
153706.0,13,9,81.0,3,1,0,1,1,0.8736424237884803,0.9216702224931422
600222.0,22,1,102.0,4,2,1,0,3,1.1450346009212078,1.2882221512926906
171317.0,16,3,96.0,3,1,1,0,3,1.0774207844006205,0.9656816015252621
440122.0,20,6,81.0,3,1,1,0,1,0.886981811772223,0.9386213408876298
139946.0,34,0,65.0,2,1,0,0,1,0.7180049019054181,0.6344469672397016
375000.0,20,6,55.0,2,1,1,0,1,0.6022716005860773,0.6257475605917533
395588.0,38,5,85.0,3,1,1,1,1,0.95703855668859,0.9739039665970773
156449.0,32,7,30.0,1,1,1,1,0,0.33917670486077106,0.3239787963829124
219634.0,41,0,84.0,3,1,0,1,1,0.9278832578470019,0.9516704508595524
215517.0,38,5,53.0,2,1,1,1,0,0.5967416882881796,0.6492693110647182
179546.0,30,9,117.0,4,2,0,1,1,1.2619279454722494,1.2288936299908564
571628.0,28,6,107.0,4,2,1,1,3,1.1716920229583687,1.2514951211835066
186213.0,34,0,82.0,3,1,0,0,3,0.9057907993268351,0.9516704508595524
276495.0,30,9,129.0,5,2,0,1,1,1.3913564527001723,1.5361170374885704
158507.0,34,0,61.0,2,1,1,0,1,0.6738199848650847,0.6344469672397016
575153.0,15,2,92.0,3,1,0,1,0,1.0171628875979675,0.9501105146826649
525650.0,21,6,95.0,3,1,1,1,1,1.0402873101032244,0.9386213408876298
221096.0,23,1,38.0,1,1,1,0,1,0.4265815179902539,0.32205553782317264
710112.0,4,7,101.0,4,2,1,1,1,1.1418949063645958,1.2959151855316495
604873.0,21,6,89.0,3,1,1,0,0,0.9745849536756525,0.9386213408876298
456549.0,25,1,82.0,3,1,1,1,1,0.9205180125052848,0.9661666134695179
504513.0,31,5,103.0,4,2,1,0,1,1.1597055451638207,1.2985386221294364
261204.0,34,0,125.0,5,2,0,0,3,1.3807786575104195,1.5861174180992539
699199.0,39,2,143.0,5,2,0,0,0,1.581024923114232,1.5835175244711082
144581.0,27,0,60.0,2,1,0,1,3,0.6627737556050013,0.6344469672397016
327399.0,16,3,153.0,6,3,0,0,3,1.7171393751384887,1.9313632030505241
736986.0,26,6,132.0,5,2,1,0,1,1.4454518414065856,1.5643689014793831
179871.0,16,3,97.0,3,1,1,1,0,1.0886439175714602,0.9656816015252621
236702.0,14,6,35.0,1,1,1,0,2,0.3832637458275038,0.31287378029587665
887661.0,0,2,153.0,6,3,1,1,0,1.6915861065487936,1.9002210293653299
176173.0,34,0,93.0,3,1,0,0,0,1.0272993211877521,0.9516704508595524
117840.0,36,3,72.0,2,1,0,0,1,0.8080655883004653,0.6437877343501748
147483.0,37,1,25.0,1,1,1,0,1,0.2806457355199039,0.32205553782317264
175091.0,17,3,94.0,3,1,1,0,0,1.0549745180589407,0.9656816015252621
323506.0,38,5,64.0,2,1,1,1,1,0.7205937368008206,0.6492693110647182
573051.0,4,7,74.0,2,1,1,1,1,0.836635871989902,0.6479575927658248
599139.0,14,6,122.0,4,2,1,1,1,1.3359479140272987,1.2514951211835066
175029.0,30,9,104.0,4,2,0,1,3,1.121713729308666,1.2288936299908564
131562.0,29,9,76.0,3,1,0,0,3,0.8197138791101791,0.9216702224931422
270267.0,26,6,46.0,1,1,1,1,1,0.5037180659447192,0.31287378029587665
410399.0,23,1,88.0,3,1,0,1,2,0.9878729890300616,0.9661666134695179
273904.0,39,2,54.0,2,1,1,0,3,0.5970303905466331,0.6334070097884433
511767.0,39,2,82.0,3,1,1,0,1,0.9066017041634057,0.9501105146826649
215863.0,29,9,101.0,4,2,0,0,0,1.0893566025016854,1.2288936299908564
194798.0,29,9,104.0,4,2,0,0,2,1.121713729308666,1.2288936299908564
133025.0,37,1,25.0,1,1,1,1,3,0.2806457355199039,0.32205553782317264
403415.0,41,0,179.0,7,3,0,0,1,1.9772750375549206,2.2205643853389554
382065.0,7,0,174.0,6,3,0,1,1,1.922043891254504,1.9033409017191047
583949.0,22,1,109.0,4,2,0,0,0,1.2236154068667808,1.2882221512926906
113446.0,9,8,25.0,1,1,1,0,1,0.27511546718129976,0.3163965087281796
272678.0,8,4,101.0,4,2,0,1,1,1.1272296466888847,1.2816274634456453
496186.0,28,6,89.0,3,1,0,0,3,0.9745849536756525,0.9386213408876298
604501.0,38,5,123.0,4,2,1,0,1,1.3848910879140772,1.2985386221294364
142054.0,16,3,69.0,2,1,0,1,1,0.7743961887879459,0.6437877343501748
171523.0,29,9,88.0,3,1,1,1,1,0.9491423863381021,0.9216702224931422
101628.0,27,0,40.0,1,1,1,1,1,0.4418491704033342,0.3172234836198508
278839.0,24,7,52.0,2,1,1,0,1,0.5879062884253365,0.6479575927658248
90687.0,38,5,25.0,1,1,1,0,3,0.28148192843782055,0.3246346555323591
322998.0,32,7,48.0,1,1,1,0,1,0.5426827277772337,0.3239787963829124
41925.0,13,9,25.0,1,1,0,0,1,0.26964272339150624,0.3072234074977141
167497.0,1,5,41.0,1,1,1,0,1,0.46163036263802576,0.3246346555323591
440809.0,19,7,83.0,3,1,1,0,1,0.9383888834481333,0.9719363891487371
152310.0,29,9,89.0,3,1,0,1,1,0.9599280952737623,0.9216702224931422
361181.0,23,1,80.0,3,1,1,0,0,0.8980663536636924,0.9661666134695179
542863.0,24,7,96.0,3,1,1,1,1,1.0853654555544674,0.9719363891487371
522627.0,39,2,88.0,3,1,1,1,1,0.9729384142241427,0.9501105146826649
1031310.0,15,2,169.0,6,3,1,1,3,1.8684840000440923,1.9002210293653299
1118385.0,0,2,166.0,6,3,1,1,1,1.8353156450137238,1.9002210293653299
439940.0,5,8,102.0,4,2,0,0,3,1.122471106099703,1.2655860349127184
318278.0,11,3,181.0,7,3,1,0,1,2.031387103922003,2.2532570702256116
517238.0,14,6,86.0,3,1,1,0,1,0.9417337754618663,0.9386213408876298
136670.0,34,0,51.0,2,1,1,1,1,0.5633576922642511,0.6344469672397016
84485.0,12,9,54.0,2,1,0,0,3,0.5824282825256536,0.6144468149954282
252604.0,41,0,106.0,4,2,1,1,1,1.1709003015688357,1.2688939344794032
1047750.0,14,6,150.0,6,3,1,0,1,1.6425589106893017,1.8772426817752597
135774.0,41,0,61.0,2,1,1,1,3,0.6738199848650847,0.6344469672397016
429749.0,40,4,113.0,4,2,1,1,3,1.2611579215430095,1.2816274634456453
499247.0,3,4,132.0,5,2,0,0,1,1.473211023395374,1.6020343293070565
135246.0,7,0,61.0,2,1,1,1,0,0.6738199848650847,0.6344469672397016
315664.0,1,5,67.0,2,1,1,1,2,0.7543715682133592,0.6492693110647182
710498.0,20,6,103.0,4,2,1,0,1,1.127890452006654,1.2514951211835066
459815.0,2,8,107.0,4,2,1,0,0,1.177494199535963,1.2655860349127184
344433.0,8,4,113.0,4,2,1,1,3,1.2611579215430095,1.2816274634456453
